  device   |  rows   |   dataset   | relpages | workers |  wm   | eic | nmatches | ndistinct |  caching  |  optimal   | cnt_master |    timing_master     | cnt_p1 |      timing_p1       | cnt_p2 |      timing_p2       | cnt_p3 |      timing_p3       | cnt_p4 |      timing_p4       
 data      | 1000000 | cyclic-fuzz |    41667 |       4 |   128 |  32 |      112 |       100 | uncached  | seqscan    |          3 |   218.46733333333336 |      3 |   218.86233333333334 |      3 |   218.75166666666667 |      3 |    87.20533333333333 |      3 |    87.24333333333334
 data      | 1000000 | linear-fuzz |    41667 |       4 |  4096 |   8 |     2048 |     10000 | uncached  | indexscan  |          3 |   157.84666666666666 |      3 |   160.98333333333335 |      3 |   158.31266666666667 |      3 |               26.508 |      3 |   26.524333333333335
 raid-nvme | 1000000 | cyclic      |    41667 |       0 |  4096 |   8 |       92 |       100 | uncached  | seqscan    |          3 |              280.142 |      3 |    269.8386666666667 |      3 |   282.78299999999996 |      3 |   147.42666666666665 |      3 |              142.683
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       0 |  4096 |   8 |       92 |       100 | uncached  | seqscan    |          3 |   280.80999999999995 |      3 |   289.14366666666666 |      3 |   284.06733333333335 |      3 |              146.682 |      3 |   143.41600000000003
 data      | 1000000 | uniform     |    41667 |       0 | 65536 |  16 |     1024 |     10000 | uncached  | bitmapscan |          3 |    277.8906666666667 |      3 |    266.6346666666667 |      3 |   274.97666666666663 |      3 |   143.39200000000002 |      3 |    143.6966666666667
 data      | 1000000 | linear-fuzz |    41667 |       4 | 65536 |   8 |     2048 |     10000 | uncached  | indexscan  |          3 |              161.997 |      3 |              160.393 |      3 |              148.797 |      3 |   26.610333333333333 |      3 |   26.745000000000005
 data      | 1000000 | linear-fuzz |    41667 |       4 |   128 |   8 |     2048 |     10000 | uncached  | indexscan  |          3 |   160.42866666666666 |      3 |   160.12966666666668 |      3 |   159.23833333333334 |      3 |   25.036999999999995 |      3 |    25.35966666666667
 data      | 1000000 | linear      |    41667 |       0 |   128 |   1 |     2048 |     10000 | uncached  | indexscan  |          3 |              170.367 |      3 |   174.77966666666669 |      3 |    172.4366666666667 |      3 |               33.222 |      3 |    34.58166666666667
 data      | 1000000 | uniform     |    41667 |       4 |   128 |  16 |     2048 |     10000 | uncached  | seqscan    |          3 |   219.76266666666666 |      3 |              210.302 |      3 |   227.34766666666667 |      3 |               81.276 |      3 |    80.40933333333334
 data      | 1000000 | cyclic      |    41667 |       0 | 65536 |  16 |       92 |       100 | uncached  | seqscan    |          3 |              286.452 |      3 |   342.25666666666666 |      3 |              284.887 |      3 |   144.77200000000002 |      3 |   145.74733333333333
 raid-nvme | 1000000 | cyclic      |    41667 |       0 | 65536 |   1 |        8 |       100 | uncached  | bitmapscan |          3 |   196.23299999999998 |      3 |   175.09366666666665 |      3 |              191.419 |      3 |   53.778999999999996 |      3 |   53.959666666666664
 data      | 1000000 | cyclic      |    41667 |       4 |  4096 |   8 |       32 |       100 | uncached  | seqscan    |          3 |   181.67333333333332 |      3 |   185.18533333333335 |      3 |   182.14033333333336 |      3 |   38.583333333333336 |      3 |   40.553333333333335
 data      | 1000000 | cyclic      |    41667 |       4 | 65536 |   8 |       32 |       100 | uncached  | seqscan    |          3 |   182.78233333333333 |      3 |   180.79466666666667 |      3 |   183.32900000000004 |      3 |   39.336333333333336 |      3 |   40.596666666666664
 data      | 1000000 | cyclic      |    41667 |       4 |   128 |   8 |       32 |       100 | uncached  | seqscan    |          3 |   181.51399999999998 |      3 |   180.54866666666666 |      3 |   185.01833333333335 |      3 |               37.601 |      3 |               38.004
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       0 | 65536 |   8 |       92 |       100 | uncached  | seqscan    |          3 |    289.1383333333334 |      3 |   267.68833333333333 |      3 |   288.79699999999997 |      3 |               142.85 |      3 |              144.729
 raid-nvme | 1000000 | cyclic      |    41667 |       0 |   128 |   1 |        8 |       100 | uncached  | seqscan    |          3 |   201.99366666666666 |      3 |   199.76266666666666 |      3 |   191.19000000000003 |      3 |   53.952333333333335 |      3 |   54.239666666666665
 data      | 1000000 | cyclic-fuzz |    41667 |       4 |  4096 |   8 |       32 |       100 | uncached  | seqscan    |          3 |   189.51233333333332 |      3 |   189.82533333333333 |      3 |   189.07299999999998 |      3 |   41.239333333333335 |      3 |    41.56733333333333
 data      | 1000000 | linear-fuzz |    41667 |       0 |   128 |   1 |     2048 |     10000 | uncached  | indexscan  |          3 |   185.47899999999996 |      3 |   185.31233333333333 |      3 |              186.136 |      3 |    37.10166666666667 |      3 |               35.914
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |   8 |      512 |     10000 | uncached  | bitmapscan |          3 |   268.78966666666673 |      3 |              275.897 |      3 |    272.7273333333333 |      3 |   120.23266666666666 |      3 |   119.92833333333333
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       0 |   128 |   1 |        8 |       100 | uncached  | seqscan    |          3 |   204.10733333333334 |      3 |              213.654 |      3 |   208.01566666666668 |      3 |    54.55833333333334 |      3 |    55.00066666666666
 data      | 1000000 | linear      |    41667 |       0 |  4096 |   1 |     2048 |     10000 | uncached  | indexscan  |          3 |   183.00166666666664 |      3 |   175.76366666666664 |      3 |   186.44266666666667 |      3 |   33.342666666666666 |      3 |   32.955333333333336
 data      | 1000000 | cyclic-fuzz |    41667 |       4 | 65536 |   8 |       32 |       100 | uncached  | seqscan    |          3 |   189.66933333333336 |      3 |    189.5043333333333 |      3 |   191.72633333333337 |      3 |   39.489000000000004 |      3 |    41.22966666666667
 data      | 1000000 | uniform     |    41667 |       4 |   128 |  16 |     4048 |     10000 | uncached  | seqscan    |          3 |              232.135 |      3 |               250.39 |      3 |   250.50266666666667 |      3 |    80.95466666666667 |      3 |    82.71533333333333
 data      | 1000000 | linear      |    41667 |       0 | 65536 |   1 |     2048 |     10000 | uncached  | indexscan  |          3 |    183.9466666666667 |      3 |   181.63566666666665 |      3 |   181.26133333333334 |      3 |    32.73333333333333 |      3 |               34.107
 data      | 1000000 | cyclic-fuzz |    41667 |       4 |   128 |   8 |       32 |       100 | uncached  | seqscan    |          3 |    192.1426666666667 |      3 |    184.0086666666667 |      3 |   187.97733333333335 |      3 |               39.725 |      3 |    39.35933333333333
 data      | 1000000 | linear-fuzz |    41667 |       0 | 65536 |   1 |     2048 |     10000 | uncached  | indexscan  |          3 |              189.221 |      3 |   182.42866666666666 |      3 |              187.761 |      3 |    36.39000000000001 |      3 |   36.211666666666666
 data      | 1000000 | linear-fuzz |    41667 |       0 |   128 |  32 |     4048 |     10000 | uncached  | indexscan  |          3 |   220.60466666666665 |      3 |   290.46933333333334 |      3 |    302.9243333333333 |      3 |    67.50533333333333 |      3 |    69.36533333333334
 data      | 1000000 | uniform     |    41667 |       4 |   128 |  16 |     8048 |     10000 | uncached  | seqscan    |          3 |   242.07399999999998 |      3 |   213.08966666666666 |      3 |   215.12933333333334 |      3 |    87.90333333333335 |      3 |    88.62233333333332
 data      | 1000000 | linear-fuzz |    41667 |       0 |  4096 |   1 |     2048 |     10000 | uncached  | indexscan  |          3 |              190.019 |      3 |              143.278 |      3 |   200.83066666666664 |      3 |    35.50000000000001 |      3 |   36.663999999999994
 data      | 1000000 | cyclic-fuzz |    41667 |       0 |  4096 |  16 |       92 |       100 | uncached  | seqscan    |          3 |    300.5686666666667 |      3 |   359.13633333333337 |      3 |   318.86133333333333 |      3 |              146.029 |      3 |              149.081
 data      | 1000000 | uniform     |    41667 |       4 |  4096 |   8 |      512 |     10000 | uncached  | bitmapscan |          3 |   276.27500000000003 |      3 |   271.54766666666666 |      3 |    273.6046666666667 |      3 |   121.16399999999999 |      3 |              119.187
 data      | 1000000 | uniform     |    41667 |       4 |   128 |   8 |      512 |     10000 | uncached  | seqscan    |          3 |              276.096 |      3 |    274.8233333333333 |      3 |   263.04366666666664 |      3 |   118.14666666666666 |      3 |   118.81966666666666
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       0 |  4096 |   1 |        8 |       100 | uncached  | bitmapscan |          3 |   213.70766666666668 |      3 |   211.16566666666668 |      3 |   207.11966666666663 |      3 |    53.86433333333334 |      3 |               53.917
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       0 | 65536 |   1 |        8 |       100 | uncached  | bitmapscan |          3 |              214.963 |      3 |   199.86433333333335 |      3 |   208.45366666666666 |      3 |    54.37199999999999 |      3 |   54.507666666666665
 data      | 1000000 | cyclic      |    41667 |       0 |   128 |   1 |       16 |       100 | uncached  | seqscan    |          3 |    238.2356666666667 |      3 |              242.496 |      3 |   238.37900000000002 |      3 |    75.68266666666666 |      3 |    76.00233333333334
 data      | 1000000 | cyclic      |    41667 |       0 | 65536 |   1 |       16 |       100 | uncached  | bitmapscan |          3 |   238.26333333333332 |      3 |   241.30533333333332 |      3 |              237.431 |      3 |    74.40533333333333 |      3 |               73.735
 data      | 1000000 | cyclic-fuzz |    41667 |       0 |   128 |   1 |       16 |       100 | uncached  | seqscan    |          3 |   242.50066666666666 |      3 |              244.258 |      3 |   242.34633333333332 |      3 |    77.08533333333334 |      3 |               78.931
 data      | 1000000 | cyclic      |    41667 |       0 |  4096 |  16 |       92 |       100 | uncached  | seqscan    |          3 |   317.41866666666664 |      3 |    317.9203333333333 |      3 |    332.3336666666667 |      3 |    150.0716666666667 |      3 |   149.98433333333332
 data      | 1000000 | cyclic-fuzz |    41667 |       0 |  4096 |   1 |       16 |       100 | uncached  | bitmapscan |          3 |   245.31733333333332 |      3 |   247.14200000000002 |      3 |   245.98666666666668 |      3 |    77.46300000000001 |      3 |    76.05333333333334
 data      | 1000000 | cyclic-fuzz |    41667 |       0 | 65536 |   1 |       16 |       100 | uncached  | bitmapscan |          3 |   247.38333333333333 |      3 |   245.91133333333335 |      3 |   247.06233333333333 |      3 |    77.05066666666666 |      3 |    74.09266666666666
 data      | 1000000 | cyclic      |    41667 |       0 |  4096 |   1 |       16 |       100 | uncached  | bitmapscan |          3 |   261.40833333333336 |      3 |    264.3546666666667 |      3 |   271.83166666666665 |      3 |    74.59499999999998 |      3 |               74.259
 raid-nvme | 1000000 | linear      |    41667 |       0 |   128 |   1 |     1024 |     10000 | uncached  | indexscan  |          3 |   209.17700000000002 |      3 |   209.24866666666665 |      3 |   215.71333333333334 |      3 |   17.971999999999998 |      3 |   18.664333333333335
 data      | 1000000 | uniform     |    41667 |       0 |   128 |  16 |     1024 |     10000 | uncached  | seqscan    |          3 |   347.59833333333336 |      3 |   328.91266666666667 |      3 |    345.7436666666667 |      3 |              154.821 |      3 |              154.231
 data      | 1000000 | cyclic-fuzz |    41667 |       0 | 65536 |  16 |       92 |       100 | uncached  | seqscan    |          3 |    340.2366666666667 |      3 |    280.3933333333334 |      3 |    398.3203333333333 |      3 |               145.35 |      3 |              151.407
 data      | 1000000 | uniform     |    41667 |       0 |  4096 |  32 |     4048 |     10000 | uncached  | bitmapscan |          3 |   342.51966666666664 |      3 |    518.0096666666667 |      3 |    452.8213333333333 |      3 |   146.34966666666668 |      3 |   144.86633333333333
